0.902	2.47324	0.665145
0.903	2.47677	0.666183
0.904	2.48029	0.66722
0.905	2.48381	0.668258
0.906	2.48734	0.669297
0.907	2.49087	0.670335
0.908	2.4944	0.671375
0.909	2.49793	0.672414
0.91	2.50146	0.673455
0.911	2.50499	0.674495
0.912	2.50853	0.675536
0.913	2.51206	0.676578
0.914	2.5156	0.67762
0.915	2.51913	0.678662
0.916	2.52267	0.679705
0.917	2.52621	0.680748
0.918	2.52975	0.681792
0.919	2.53329	0.682836
0.92	2.53684	0.683881
0.921	2.54038	0.684926
0.922	2.54393	0.685971
0.923	2.54747	0.687017
0.924	2.55102	0.688064
0.925	2.55457	0.689111
0.926	2.55812	0.690158
0.927	2.56167	0.691206
0.928	2.56522	0.692254
0.929	2.56878	0.693302
0.93	2.57233	0.694351
0.931	2.57589	0.695401
0.932	2.57944	0.69645
0.933	2.583	0.697501
0.934	2.58656	0.698552
0.935	2.59012	0.699603
0.936	2.59368	0.700654
0.937	2.59725	0.701706
0.938	2.60081	0.702759
0.939	2.60438	0.703812
0.94	2.60794	0.704865
0.941	2.61151	0.705919
0.942	2.61508	0.706973
0.943	2.61865	0.708028
0.944	2.62222	0.709083
0.945	2.62579	0.710138
0.946	2.62937	0.711194
0.947	2.63294	0.712251
0.948	2.63652	0.713307
0.949	2.64009	0.714365
0.95	2.64367	0.715422
0.951	2.64725	0.71648
0.952	2.65083	0.717539
0.953	2.65441	0.718598
0.954	2.65799	0.719657
0.955	2.66158	0.720717
0.956	2.66516	0.721777
0.957	2.66875	0.722838
0.958	2.67233	0.723899
0.959	2.67592	0.72496
0.96	2.67951	0.726022
0.961	2.6831	0.727085
0.962	2.68669	0.728147
0.963	2.69029	0.729211
0.964	2.69388	0.730274
0.965	2.69748	0.731338
0.966	2.70107	0.732403
0.967	2.70467	0.733468
0.968	2.70827	0.734533
0.969	2.71187	0.735599
0.97	2.71547	0.736665
0.971	2.71907	0.737732
0.972	2.72267	0.738799
0.973	2.72628	0.739866
0.974	2.72988	0.740934
0.975	2.73349	0.742002
0.976	2.7371	0.743071
0.977	2.74071	0.74414
0.978	2.74432	0.74521
0.979	2.74793	0.74628
0.98	2.75154	0.74735
0.981	2.75515	0.748421
0.982	2.75877	0.749492
0.983	2.76238	0.750564
0.984	2.766	0.751636
0.985	2.76962	0.752708
0.986	2.77324	0.753781
0.987	2.77685	0.754855
0.988	2.78048	0.755928
0.989	2.7841	0.757002
0.99	2.78772	0.758077
0.991	2.79135	0.759152
0.992	2.79497	0.760227
0.993	2.7986	0.761303
0.994	2.80223	0.76238
0.995	2.80586	0.763456
0.996	2.80949	0.764533
0.997	2.81312	0.765611
0.998	2.81675	0.766689
0.999	2.82038	0.767767
-1., -1., -.1,
